"DTI_CL_MES","Month","DTI_CL_ESTACIONES_METEO","DMC weather stations","Value","Flag Codes","Flags"
"2022-M11","2022 November","T001003","Cerro Moreno",21,,
"2022-M12","2022 December","T001003","Cerro Moreno",25.2,,
"2022-M01","2022 January","T001004","Mataveri",27.4,,
"2022-M02","2022 February","T001004","Mataveri",28.2,,
"2022-M03","2022 March","T001004","Mataveri",27.9,,
"2022-M04","2022 April","T001004","Mataveri",27.6,,
"2022-M05","2022 May","T001004","Mataveri",26.2,,
"2022-M06","2022 June","T001004","Mataveri",24.1,,
"2022-M07","2022 July","T001004","Mataveri",23.2,,
"2022-M08","2022 August","T001004","Mataveri",23,,
"2022-M09","2022 September","T001004","Mataveri",23.3,,
"2022-M10","2022 October","T001004","Mataveri",24.8,,
"2022-M11","2022 November","T001004","Mataveri",26.7,,
"2022-M12","2022 December","T001004","Mataveri",27.7,,
"2022-M01","2022 January","T001007","La Florida",22.4,,
"2022-M02","2022 February","T001007","La Florida",23.3,,
"2022-M03","2022 March","T001007","La Florida",21.9,,
"2022-M04","2022 April","T001007","La Florida",21.4,,
"2022-M05","2022 May","T001007","La Florida",19.9,,
"2022-M06","2022 June","T001007","La Florida",18.3,,
"2022-M07","2022 July","T001007","La Florida",16.5,,
"2022-M08","2022 August","T001007","La Florida",18.1,,
"2022-M09","2022 September","T001007","La Florida",18.8,,
"2022-M10","2022 October","T001007","La Florida",19.1,,
"2022-M11","2022 November","T001007","La Florida",20.7,,
"2022-M12","2022 December","T001007","La Florida",23.2,,
"2022-M01","2022 January","T001009","Punta Ángeles",24.2,,
"2022-M02","2022 February","T001009","Punta Ángeles",23.5,,
"2022-M03","2022 March","T001009","Punta Ángeles",24,,
"2022-M04","2022 April","T001009","Punta Ángeles",20,,
"2022-M05","2022 May","T001009","Punta Ángeles",19.5,,
"2022-M06","2022 June","T001009","Punta Ángeles",17.8,,
"2022-M07","2022 July","T001009","Punta Ángeles",16.6,,
"2022-M08","2022 August","T001009","Punta Ángeles",18.8,,
"2022-M09","2022 September","T001009","Punta Ángeles",19.3,,
"2022-M10","2022 October","T001009","Punta Ángeles",21.5,,
"2022-M11","2022 November","T001009","Punta Ángeles",24.3,,
"2022-M12","2022 December","T001009","Punta Ángeles",26,,
"2022-M01","2022 January","T001010","Jardín Botánico",32.7,,
"2022-M02","2022 February","T001010","Jardín Botánico",30.1,,
"2022-M03","2022 March","T001010","Jardín Botánico",31.9,,
"2022-M04","2022 April","T001010","Jardín Botánico",24.2,,
"2022-M05","2022 May","T001010","Jardín Botánico",23.1,,
"2022-M06","2022 June","T001010","Jardín Botánico",19.1,,
"2022-M07","2022 July","T001010","Jardín Botánico",19.3,,
"2022-M08","2022 August","T001010","Jardín Botánico",22.7,,
"2022-M09","2022 September","T001010","Jardín Botánico",25.6,,
"2022-M10","2022 October","T001010","Jardín Botánico",28.2,,
"2022-M11","2022 November","T001010","Jardín Botánico",31.7,,
"2022-M12","2022 December","T001010","Jardín Botánico",35.5,,
"2022-M01","2022 January","T001011","Quinta Normal",33.6,,
"2022-M02","2022 February","T001011","Quinta Normal",34.9,,
"2022-M03","2022 March","T001011","Quinta Normal",33,,
"2022-M04","2022 April","T001011","Quinta Normal",30.4,,
"2022-M05","2022 May","T001011","Quinta Normal",27.2,,
"2022-M06","2022 June","T001011","Quinta Normal",24.7,,
"2022-M07","2022 July","T001011","Quinta Normal",22.3,,
"2022-M08","2022 August","T001011","Quinta Normal",30.5,,
"2022-M09","2022 September","T001011","Quinta Normal",29.2,,
"2022-M10","2022 October","T001011","Quinta Normal",29.6,,
"2022-M11","2022 November","T001011","Quinta Normal",33.9,,
"2022-M12","2022 December","T001011","Quinta Normal",36.7,,
"2022-M01","2022 January","T001012","Arturo Merino Benítezl",33.2,,
"2022-M02","2022 February","T001012","Arturo Merino Benítezl",34,,
"2022-M03","2022 March","T001012","Arturo Merino Benítezl",32.7,,
"2022-M04","2022 April","T001012","Arturo Merino Benítezl",30.3,,
"2022-M05","2022 May","T001012","Arturo Merino Benítezl",27.2,,
"2022-M06","2022 June","T001012","Arturo Merino Benítezl",23.8,,
"2022-M07","2022 July","T001012","Arturo Merino Benítezl",21.4,,
"2022-M08","2022 August","T001012","Arturo Merino Benítezl",29.3,,
"2022-M09","2022 September","T001012","Arturo Merino Benítezl",28,,
"2022-M10","2022 October","T001012","Arturo Merino Benítezl",29.9,,
"2022-M11","2022 November","T001012","Arturo Merino Benítezl",33.4,,
"2022-M12","2022 December","T001012","Arturo Merino Benítezl",36.8,,
"2022-M01","2022 January","T001014","Juan Fernández",23.8,,
"2022-M02","2022 February","T001014","Juan Fernández",23.2,,
"2022-M03","2022 March","T001014","Juan Fernández",23.6,,
"2022-M04","2022 April","T001014","Juan Fernández",20.8,,
"2022-M05","2022 May","T001014","Juan Fernández",20.6,,
"2022-M06","2022 June","T001014","Juan Fernández",17.7,,
"2022-M07","2022 July","T001014","Juan Fernández",16.9,,
"2022-M08","2022 August","T001014","Juan Fernández",16.6,,
"2022-M09","2022 September","T001014","Juan Fernández",17,,
"2022-M10","2022 October","T001014","Juan Fernández",18.7,,
"2022-M11","2022 November","T001014","Juan Fernández",24.8,,
"2022-M12","2022 December","T001014","Juan Fernández",25.5,,
"2022-M01","2022 January","T001015","Graneros",32.2,,
"2022-M02","2022 February","T001015","Graneros",33.7,,
"2022-M03","2022 March","T001015","Graneros",32.8,,
"2022-M04","2022 April","T001015","Graneros",28.7,,
"2022-M05","2022 May","T001015","Graneros",28,,
"2022-M06","2022 June","T001015","Graneros",24.7,,
"2022-M07","2022 July","T001015","Graneros",22.9,,
"2022-M08","2022 August","T001015","Graneros",27.9,,
"2022-M09","2022 September","T001015","Graneros",26.9,,
"2022-M10","2022 October","T001015","Graneros",30.1,,
"2022-M11","2022 November","T001015","Graneros",36.1,,
"2022-M12","2022 December","T001015","Graneros",34.7,,
"2022-M01","2022 January","T001016","General Freire",35.2,,
"2022-M02","2022 February","T001016","General Freire",35.8,,
"2022-M03","2022 March","T001016","General Freire",32.2,,
"2022-M04","2022 April","T001016","General Freire",27.1,,
"2022-M05","2022 May","T001016","General Freire",19,,
"2022-M06","2022 June","T001016","General Freire",20.2,,
"2022-M07","2022 July","T001016","General Freire",16.8,,
"2022-M08","2022 August","T001016","General Freire",22.7,,
"2022-M09","2022 September","T001016","General Freire",25,,
"2022-M10","2022 October","T001016","General Freire",31.7,,
"2022-M11","2022 November","T001016","General Freire",34.6,,
"2022-M12","2022 December","T001016","General Freire",35.6,,
"2022-M01","2022 January","T001017","Bernardo O'Higgins",36.2,,
"2022-M02","2022 February","T001017","Bernardo O'Higgins",37.3,,
"2022-M03","2022 March","T001017","Bernardo O'Higgins",33.6,,
"2022-M04","2022 April","T001017","Bernardo O'Higgins",27.3,,
"2022-M05","2022 May","T001017","Bernardo O'Higgins",22.2,,
"2022-M06","2022 June","T001017","Bernardo O'Higgins",17.1,,
"2022-M07","2022 July","T001017","Bernardo O'Higgins",18.3,,
"2022-M08","2022 August","T001017","Bernardo O'Higgins",21.9,,
"2022-M09","2022 September","T001017","Bernardo O'Higgins",25.5,,
"2022-M10","2022 October","T001017","Bernardo O'Higgins",27.3,,
"2022-M11","2022 November","T001017","Bernardo O'Higgins",33.5,,
"2022-M12","2022 December","T001017","Bernardo O'Higgins",36,,
"2022-M01","2022 January","T001018","Carriel Sur",25.9,,
"2022-M02","2022 February","T001018","Carriel Sur",30.7,,
"2022-M03","2022 March","T001018","Carriel Sur",26.3,,
"2022-M04","2022 April","T001018","Carriel Sur",20.7,,
"2022-M05","2022 May","T001018","Carriel Sur",21.3,,
"2022-M06","2022 June","T001018","Carriel Sur",15.6,,
"2022-M07","2022 July","T001018","Carriel Sur",15.2,,
"2022-M08","2022 August","T001018","Carriel Sur",21.2,,
"2022-M09","2022 September","T001018","Carriel Sur",20.2,,
"2022-M10","2022 October","T001018","Carriel Sur",26.5,,
"2022-M11","2022 November","T001018","Carriel Sur",31.3,,
"2022-M12","2022 December","T001018","Carriel Sur",27.5,,
"2022-M01","2022 January","T001019","Maquehue",33,,
"2022-M02","2022 February","T001019","Maquehue",36.1,,
"2022-M03","2022 March","T001019","Maquehue",29.8,,
"2022-M04","2022 April","T001019","Maquehue",21.9,,
"2022-M05","2022 May","T001019","Maquehue",22.6,,
"2022-M06","2022 June","T001019","Maquehue",15.6,,
"2022-M07","2022 July","T001019","Maquehue",16.2,,
"2022-M08","2022 August","T001019","Maquehue",22.4,,
"2022-M09","2022 September","T001019","Maquehue",23.6,,
"2022-M10","2022 October","T001019","Maquehue",27.4,,
"2022-M11","2022 November","T001019","Maquehue",30.8,,
"2022-M12","2022 December","T001019","Maquehue",36.4,,
"2022-M01","2022 January","T001020","Pichoy",33,,
"2022-M02","2022 February","T001020","Pichoy",30.9,,
"2022-M03","2022 March","T001020","Pichoy",27.3,,
"2022-M04","2022 April","T001020","Pichoy",23,,
"2022-M05","2022 May","T001020","Pichoy",19.7,,
"2022-M06","2022 June","T001020","Pichoy",13.7,,
"2022-M07","2022 July","T001020","Pichoy",14.4,,
"2022-M08","2022 August","T001020","Pichoy",17.3,,
"2022-M09","2022 September","T001020","Pichoy",21.6,,
"2022-M10","2022 October","T001020","Pichoy",27.8,,
"2022-M11","2022 November","T001020","Pichoy",30.5,,
"2022-M12","2022 December","T001020","Pichoy",31.8,,
"2022-M01","2022 January","T001021","Cañal Bajo",34.2,,
"2022-M02","2022 February","T001021","Cañal Bajo",30.2,,
"2022-M03","2022 March","T001021","Cañal Bajo",24.9,,
"2022-M04","2022 April","T001021","Cañal Bajo",21.4,,
"2022-M05","2022 May","T001021","Cañal Bajo",19.8,,
"2022-M06","2022 June","T001021","Cañal Bajo",14.3,,
"2022-M07","2022 July","T001021","Cañal Bajo",15,,
"2022-M08","2022 August","T001021","Cañal Bajo",16.5,,
"2022-M09","2022 September","T001021","Cañal Bajo",20.2,,
"2022-M10","2022 October","T001021","Cañal Bajo",26.6,,
"2022-M11","2022 November","T001021","Cañal Bajo",29.8,,
"2022-M12","2022 December","T001021","Cañal Bajo",28.7,,
"2022-M01","2022 January","T001022","El Tepual",28,,
"2022-M02","2022 February","T001022","El Tepual",27.2,,
"2022-M03","2022 March","T001022","El Tepual",21.2,,
"2022-M04","2022 April","T001022","El Tepual",18.4,,
"2022-M05","2022 May","T001022","El Tepual",18.2,,
"2022-M06","2022 June","T001022","El Tepual",12.4,,
"2022-M07","2022 July","T001022","El Tepual",14.2,,
"2022-M08","2022 August","T001022","El Tepual",14.9,,
"2022-M09","2022 September","T001022","El Tepual",17.3,,
"2022-M10","2022 October","T001022","El Tepual",23.7,,
"2022-M11","2022 November","T001022","El Tepual",24.1,,
"2022-M12","2022 December","T001022","El Tepual",24.2,,
"2022-M01","2022 January","T001023","Teniente Vidal",31.9,,
"2022-M02","2022 February","T001023","Teniente Vidal",30,,
"2022-M03","2022 March","T001023","Teniente Vidal",22.8,,
"2022-M04","2022 April","T001023","Teniente Vidal",20.5,,
"2022-M05","2022 May","T001023","Teniente Vidal",17.9,,
"2022-M06","2022 June","T001023","Teniente Vidal",11.5,,
"2022-M07","2022 July","T001023","Teniente Vidal",10.3,,
"2022-M08","2022 August","T001023","Teniente Vidal",14.6,,
"2022-M09","2022 September","T001023","Teniente Vidal",20,,
"2022-M10","2022 October","T001023","Teniente Vidal",25.6,,
"2022-M11","2022 November","T001023","Teniente Vidal",29.2,,
"2022-M12","2022 December","T001023","Teniente Vidal",27.9,,
"2022-M01","2022 January","T001024","Balmaceda",30.2,,
"2022-M02","2022 February","T001024","Balmaceda",29.9,,
"2022-M03","2022 March","T001024","Balmaceda",21.5,,
"2022-M04","2022 April","T001024","Balmaceda",20.5,,
"2022-M05","2022 May","T001024","Balmaceda",15.4,,
"2022-M06","2022 June","T001024","Balmaceda",10.2,,
"2022-M07","2022 July","T001024","Balmaceda",8.9,,
"2022-M08","2022 August","T001024","Balmaceda",13.4,,
"2022-M09","2022 September","T001024","Balmaceda",17.3,,
"2022-M10","2022 October","T001024","Balmaceda",23.6,,
"2022-M11","2022 November","T001024","Balmaceda",29.4,,
"2022-M12","2022 December","T001024","Balmaceda",26.9,,
"2022-M01","2022 January","T001025","Pdte. Carlos Ibáñez",23.6,,
"2022-M02","2022 February","T001025","Pdte. Carlos Ibáñez",21.5,,
"2022-M03","2022 March","T001025","Pdte. Carlos Ibáñez",17.5,,
"2022-M04","2022 April","T001025","Pdte. Carlos Ibáñez",15.5,,
"2022-M05","2022 May","T001025","Pdte. Carlos Ibáñez",11.6,,
"2022-M06","2022 June","T001025","Pdte. Carlos Ibáñez",12.8,,
"2022-M07","2022 July","T001025","Pdte. Carlos Ibáñez",8.1,,
"2022-M08","2022 August","T001025","Pdte. Carlos Ibáñez",11.4,,
"2022-M09","2022 September","T001025","Pdte. Carlos Ibáñez",15,,
"2022-M10","2022 October","T001025","Pdte. Carlos Ibáñez",16.2,,
"2022-M11","2022 November","T001025","Pdte. Carlos Ibáñez",21.4,,
"2022-M12","2022 December","T001025","Pdte. Carlos Ibáñez",21.3,,
"2022-M01","2022 January","T001026","Eduardo Frei Montalva",6.5,,
"2022-M02","2022 February","T001026","Eduardo Frei Montalva",7.7,,
"2022-M03","2022 March","T001026","Eduardo Frei Montalva",2.6,,
"2022-M04","2022 April","T001026","Eduardo Frei Montalva",3.2,,
"2022-M05","2022 May","T001026","Eduardo Frei Montalva",3,,
"2022-M06","2022 June","T001026","Eduardo Frei Montalva",1,,
"2022-M07","2022 July","T001026","Eduardo Frei Montalva",0.2,,
"2022-M08","2022 August","T001026","Eduardo Frei Montalva",-0.5,,
"2022-M09","2022 September","T001026","Eduardo Frei Montalva",1.6,,
"2022-M10","2022 October","T001026","Eduardo Frei Montalva",0.4,,
"2022-M11","2022 November","T001026","Eduardo Frei Montalva",2.5,,
"2022-M12","2022 December","T001026","Eduardo Frei Montalva",4.4,,
"2022-M01","2022 January","T001028","El Loa",29.1,,
"2022-M02","2022 February","T001028","El Loa",26.3,,
"2022-M03","2022 March","T001028","El Loa",26,,
"2022-M04","2022 April","T001028","El Loa",26,,
"2022-M05","2022 May","T001028","El Loa",24.2,,
"2022-M06","2022 June","T001028","El Loa",24.3,,
"2022-M07","2022 July","T001028","El Loa",26.3,,
"2022-M08","2022 August","T001028","El Loa",25.1,,
"2022-M09","2022 September","T001028","El Loa",25.3,,
"2022-M10","2022 October","T001028","El Loa",25.6,,
"2022-M11","2022 November","T001028","El Loa",27.1,,
"2022-M12","2022 December","T001028","El Loa",26.6,,
"2023-M01","2023 January","T001001","Chacalluta",27.2,,
"2023-M02","2023 February","T001001","Chacalluta",28.7,,
"2023-M03","2023 March","T001001","Chacalluta",29,,
"2023-M04","2023 April","T001001","Chacalluta",27.8,,
"2023-M05","2023 May","T001001","Chacalluta",23.8,,
"2023-M06","2023 June","T001001","Chacalluta",21.8,,
"2023-M07","2023 July","T001001","Chacalluta",21.1,,
"2023-M08","2023 August","T001001","Chacalluta",21.3,,
"2023-M09","2023 September","T001001","Chacalluta",22.2,,
"2023-M10","2023 October","T001001","Chacalluta",23.5,,
"2023-M11","2023 November","T001001","Chacalluta",23.6,,
"2023-M12","2023 December","T001001","Chacalluta",25.5,,
"2023-M01","2023 January","T001002","Diego Aracena",27.5,,
"2023-M02","2023 February","T001002","Diego Aracena",30.2,,
"2023-M03","2023 March","T001002","Diego Aracena",31,,
"2023-M04","2023 April","T001002","Diego Aracena",28.8,,
"2023-M05","2023 May","T001002","Diego Aracena",23.1,,
"2023-M06","2023 June","T001002","Diego Aracena",21.3,,
"2023-M07","2023 July","T001002","Diego Aracena",21,,
"2023-M08","2023 August","T001002","Diego Aracena",21.4,,
"2023-M09","2023 September","T001002","Diego Aracena",21.9,,
"2023-M10","2023 October","T001002","Diego Aracena",23.4,,
"2023-M11","2023 November","T001002","Diego Aracena",23.5,,
"2023-M12","2023 December","T001002","Diego Aracena",25.6,,
"2023-M01","2023 January","T001003","Cerro Moreno",23.6,,
"2023-M02","2023 February","T001003","Cerro Moreno",26.5,,
"2023-M03","2023 March","T001003","Cerro Moreno",27.2,,
"2023-M04","2023 April","T001003","Cerro Moreno",24.3,,
"2023-M05","2023 May","T001003","Cerro Moreno",22.5,,
"2023-M06","2023 June","T001003","Cerro Moreno",22.3,,
"2023-M07","2023 July","T001003","Cerro Moreno",21.1,,
"2023-M08","2023 August","T001003","Cerro Moreno",21.2,,
"2023-M09","2023 September","T001003","Cerro Moreno",23.9,,
"2023-M10","2023 October","T001003","Cerro Moreno",20.9,,
"2023-M11","2023 November","T001003","Cerro Moreno",23.3,,
"2023-M12","2023 December","T001003","Cerro Moreno",24.4,,
"2023-M01","2023 January","T001004","Mataveri",28.8,,
"2023-M02","2023 February","T001004","Mataveri",29.4,,
"2023-M03","2023 March","T001004","Mataveri",29.4,,
"2023-M04","2023 April","T001004","Mataveri",27.2,,
"2023-M05","2023 May","T001004","Mataveri",25.3,,
"2023-M06","2023 June","T001004","Mataveri",23.9,,
"2023-M07","2023 July","T001004","Mataveri",23.3,,
"2023-M08","2023 August","T001004","Mataveri",22.9,,
"2023-M09","2023 September","T001004","Mataveri",23.9,,
"2023-M10","2023 October","T001004","Mataveri",23.6,,
"2023-M11","2023 November","T001004","Mataveri",24.9,,
"2023-M12","2023 December","T001004","Mataveri",26.2,,
"2023-M01","2023 January","T001007","La Florida",23.6,,
"2023-M02","2023 February","T001007","La Florida",24.5,,
"2023-M03","2023 March","T001007","La Florida",23.8,,
"2023-M04","2023 April","T001007","La Florida",21.6,,
"2023-M05","2023 May","T001007","La Florida",21.4,,
"2023-M06","2023 June","T001007","La Florida",26.2,,
"2023-M07","2023 July","T001007","La Florida",23.9,,
"2023-M08","2023 August","T001007","La Florida",26.2,,
"2023-M09","2023 September","T001007","La Florida",22.5,,
"2023-M10","2023 October","T001007","La Florida",20.2,,
"2023-M11","2023 November","T001007","La Florida",22.2,,
"2023-M12","2023 December","T001007","La Florida",22,,
"2023-M01","2023 January","T001009","Punta Ángeles",24.5,,
"2023-M02","2023 February","T001009","Punta Ángeles",26.3,,
"2023-M03","2023 March","T001009","Punta Ángeles",25,,
"2023-M04","2023 April","T001009","Punta Ángeles",25,,
"2023-M05","2023 May","T001009","Punta Ángeles",26.5,,
"2023-M06","2023 June","T001009","Punta Ángeles",24,,
"2023-M07","2023 July","T001009","Punta Ángeles",19.2,,
